url,keyword,owner_handle,owner_name,caption,transcript,views,thumbnail,location_name,us_decision,relevance_decision,discovered_at,updated_at,status
https://www.instagram.com/reel/DO6KWOWDjDo,nike,hellojennawood,Jenna Wood • Daily Affordable Fashion,"These! No words! Follow for more of the best 👟🤍.

Comment ✨NEED✨ for Link
Linked in Bio ↑

Nikes, jordans, Nike, women’s shoes, sneakerhead, tennis shoes, kicks, cool shoes, fall shoes, fall trends, fall fashion, Nike women’s shoes, air Jordans",,6399,https://instagram.fluh3-3.fna.fbcdn.net/v/t51.2885-15/551385968_18527677426021207_3979471187326148689_n.jpg?stp=c0.1248.3216.3216a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fluh3-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QEzvx1L0sgO7kHFgvEqOvY_qVaBSU8SJfMSUTWJgncptgSkG5DVtVEffEAMWf5M8_Q&_nc_ohc=_Ngm9cJfdvIQ7kNvwFPU4T2&_nc_gid=m24Kuh1h0dgHJhNLDIGXVg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeCwDlUJzxYT4j88627rZOC90ZbHDE8Prif1hf9Nh2t8A&oe=68F3033A&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DM9lr9PxHcG,nike,track_spikes_usa,TRACK SPIKES USA 🇺🇸,"Nike 2025 pro elite running kit
Nike alpha fly 3 blueprint 
Combo offer 
Best price
.

.
#nike #athlete #athletics #run #runner #shoes #marathon #athletics #running #nikerunclub",,1140,https://instagram.fixr3-4.fna.fbcdn.net/v/t51.2885-15/526864937_1440492860523267_155255161440100106_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fixr3-4.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QExxTff6RNQqhhks7OWYxcOizBx8FqsCZ7xmgshRvVsMaK0fWCXDvs6_GliSHfNVA0&_nc_ohc=7wP0X23avxcQ7kNvwHJKjkP&_nc_gid=dOu5lpG55w9wqZs3pKRFQQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcHUKc4RftVI6iUyaeYVSPVXdS_IP84jhrdo11no6ACzw&oe=68F2E69B&_nc_sid=d885a2,"London, United Kingdom",,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DLbhJB7Rg9a,nike,track_spikes_usa,TRACK SPIKES USA 🇺🇸,"NIKE VICTORY ELITE FK 3
• CUSTOM
spikes made for the woman who RAN THE FASTEST MILE EVER, @faithkipyegon
- Weight: 85 g
- Taller and customized Zoom Air unit to improve efficiency
- 6 titanium spikes for a better traction and to reduce weight
- Bespoke Flyknit upper
- Carbon plate (Flyplate)
- FK stands for “Fastest Known”
Faith raced in them for the @nike Breaking4 attempt in Paris, where she had the courage to try to break the 4 minute barrier @ She finished in 4:06.42 %, g Showing that now it’s only a matter of time until a woman breaks 4 minute mile
NIKE VICTORY ELITE FK %
CREATOR-made nails for the
woman who ran the fastest mile ever, @faithkipyegon
- Peso: 85 g
- Taller and more customized Zoom Air unit
- 6 titanium nails to improve traction and reduce weight
- Tomaia in Flyknit su misura
- Carbon Plate (Flyplate)
Faith wore them for the @nikerunning Breaking4 in Paris, where she had the courage to try and go under 4 minutes She stopped the time in 4:06.42, proving it’s only a matter of time before a woman can run a mile under 4 minutes *, 9 #breaking4 #nikerunning #shoes
#run #runningmotivation #inspiration #viral #runningshoes #reels #nike #explorepage #inspo #workout #running #trending #trackandfield #spikes #motivation #workoutmotivation #explore #reelsvideo #reelsinstagram #fyp #foryou #workhard #hardwork",,566,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/513912189_803363035363012_910146341814455125_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG2lQ0fk0YhgkLIM3RRUHrfCuL2IC6WnjBs_Yczq3THwq0ktOMgW4fkjVBZrBdHTI0&_nc_ohc=JmK_bPWjb18Q7kNvwFZvYuF&_nc_gid=FwnY8JSGZ-1lgIHqBkh18Q&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffA8-EQTeps0wwpx7bMIFcLOb8aikyHOwRmt3FjgGjNwA&oe=68F2E37D&_nc_sid=d885a2,United States,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DPXSw57AAby,nike,ngc.news,NGC News,"Nike (NKE) shares rose more than 3% on Wednesday after the company also managed to clear some of its bloated inventory and wholesale revenues returned to growth in a sign of early success for CEO Elliott Hill’s plan to get Nike back to its former glory.

Executives warned the recovery was still a way off.

Nike now expects tariffs to cost it about $1.5 billion this year, compared with the $1 billion expected earlier. The sportswear brand makes nearly all its shoes in countries such as Vietnam that have been hit with steep duties under President Donald Trump.

CEO Hill, a Nike veteran, took the reins last year and has vowed to refocus the brand around core sports like running following a string of weak quarters, and produce the kind of cutting-edge products Nike was known for.

“We’re also realistic that we are turning our business around in the face of a cautious consumer tariffs uncertainty and teams that are still settling into this sports offense,” Hill said on a post-earnings call.

In the company’s earnings statement, Hill admitted Nike still had “work ahead to get all sports, geographies, and channels on a similar path.”

Nike forecast second-quarter revenue to fall in the low-single digits, compared with estimates of a 3.1% drop. It expects its struggling wholesale business to record growth for fiscal 2026 as well.#unitedstates #Trump #usa #UnitedStates #worldwide #WorldNews #USANewsHub #imoprtantnews #NGC #trendingnews #viralnews2025 #usanews #ViralNewsUpdate #nike #nikes #nikeshoes #tariffs #China",,0,https://instagram.ftlv18-1.fna.fbcdn.net/v/t51.2885-15/559114001_17847117576575769_1790248608226935510_n.jpg?stp=c87.0.905.905a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.ftlv18-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGsNcuP5Ls2pzs8WCWtm5NFFiz5f4nEXkg6iw7uyhFHv-NHkTQPztN1dYoGjBJRb14&_nc_ohc=6uWHcvUarMEQ7kNvwEkzN0_&_nc_gid=pE-35NwqAQBSe-nEy4h8Fw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffdQZBPMnsFgAUFqJvt5sza3o4CFJW9qVnBFomq33zapw&oe=68F2EC73&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DPDp-mzgQ_F,nike,runneralerts,runneralerts,"Up close with @Nike Radical AirFlow. ⁠
⁠
Built with zonal ventilation panels and a lightweight knit, the design moves air as quickly as the runner wearing it. First seen on the trail scene this summer, it has already been tested in some of the sport’s toughest conditions.⁠
⁠
Set for wider release in 2026, AirFlow marks the next step in Nike’s performance apparel line.⁠
⁠
🎥 Video via RUNNERALERTS⁠
⁠
#running #nike #trailrunning #nikeairflow #runningfashion",,6343,https://instagram.fmaa15-1.fna.fbcdn.net/v/t51.2885-15/556259401_17962502144985501_8569260645033214920_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fmaa15-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGqCa-nRwqUepAeGVenZCCU03jQmLzwFVAaGnWhVwN2ZcmWtq23OluABr-hRx_9a7o&_nc_ohc=LxhXlSaV3LcQ7kNvwE6Wafm&_nc_gid=QxnrNWw8cOPolrgV7B-i6g&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeZ0Qfu1YlGJwZ_PmtINSkeT_aCSjknQaDdOMLyygYBtQ&oe=68F30CA5&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DPay8bJkUnB,nike,track_spikes_usa,TRACK SPIKES USA 🇺🇸,"🤫 The next drop of Nike Vomero Premium colours coming soon 👀 

#nike #vomeropremium",,664,https://instagram.fktm23-1.fna.fbcdn.net/v/t51.2885-15/560991185_1783147188975522_4319079033691993396_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fktm23-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEhuENek6Bly_qmXXeKOaQFLbvfQguFuRSMMzJBcTfX5-ifbi7NJpwHU-VD7H_yons&_nc_ohc=qxB5-FKy6KYQ7kNvwHCWdns&_nc_gid=hqqMWAEsC4keMo_xlNCQZg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeaNUW9xmGsUBG2f2-qkgEEaKNywEcwTGygEVE_wcgdlA&oe=68F2EF19&_nc_sid=d885a2,Canada,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DIEkvRch_ox,nike,ndtvprofit,NDTV Profit,"#Nike, #Skechers, and #Crocs stocks jump after #Trump hints at a new tariff deal with #Vietnam.

Here's Rasagya Bang with the details.

For the latest news and updates, visit: http://ndtvprofit.com",,6589,https://instagram.fzyl2-2.fna.fbcdn.net/v/t51.2885-15/488620536_18377190106188919_4354716957805168592_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fzyl2-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QHLKYKxNPFmLD_b9qIGjY0RtAnWhYTwrC76kBef_EEM3PVTegJlpYCXo2mjnzeQNZg&_nc_ohc=xpWwA84YzFoQ7kNvwF8LG51&_nc_gid=IJeoZo84ghRHzBbOVueTrw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afeui0B8Ux5t1t3o0KzD4j-amMXGT7Xo39atGermwoxbDQ&oe=68F2FAB3&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DMtQqsTP6ao,nike,andjelicaaa,Ana Andjelic,#marcjacobs #nike #on #newbalance #rimowa,,2357,https://scontent-den2-1.cdninstagram.com/v/t51.2885-15/525583569_18517098988049368_5249397711015809352_n.jpg?stp=c0.458.1179.1179a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHqwJaFGfqA1OanLyFhRYS2Qr14_ogKGRCliU7XSzXqNAT3DFDUbihCRdwr_rwf-2Q&_nc_ohc=IxArr2AqD1IQ7kNvwH5RCFI&_nc_gid=50ldmZfExhhNC3ifkF-CzQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Aff8IIV-Z2AO40dzR8yds8QxbRWoG7Cf-GR65_ebXpHE0g&oe=68F2FA4E&_nc_sid=d885a2,"New York, New York",,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DMmlixBsdZW,nike,katoonieurope,جغرافیا اسپرت,"Nike shoes United States 🇺🇸 

Nike LeBron NXXT Gen 🇺🇸

 🟡:جهت دریافت قیمت سایز خودتون رو کامنت کنید 

#lebron #nikelebron #نایک_اورجینال #nikevolleyball #nikebasketball",,1607,https://instagram.ftjl2-1.fna.fbcdn.net/v/t51.2885-15/523721013_1406486457321614_8768542758770812086_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.ftjl2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGoKlaATgTevaODrueBNUlMQMWsvwTn7LKJWVdifxXIvb7xznsw7kc6766Z01jN1lI&_nc_ohc=UJjrnOhNNg0Q7kNvwHPa9Gv&_nc_gid=MDuDey0xOEAou9BsXipEOA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffI4grPHbeebqQFCkso5DS4nA2LUEo2FWXdJHM4oBeE9w&oe=68F2E3F0&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DL1dxrSsrsm,nike,katoonieurope,جغرافیا اسپرت,"Nike shoes United States 🇺🇸 

“Nike Hyper Ace 3”🇺🇸

🟢:جهت دریافت قیمت لطفا سایز خودتون و کامنت کنید 

#hyperace3 #nikevolleyball #نایک_اورجینال #نایک_والیبال",,570,https://instagram.fmnl3-2.fna.fbcdn.net/v/t51.2885-15/516721552_18332413738205561_5505235624037671437_n.jpg?stp=c0.1250.3212.3212a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fmnl3-2.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QFhwGgEY7ZOrnNFmBbhP5umQpvzWt1WR3rVXB5h9S9xYdtjoRsrfm_shfufIUqAxFo&_nc_ohc=xL1aYx8LFhIQ7kNvwF_7NXK&_nc_gid=pj7hLGecX1q65P6w5s9tlQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffghujQRm5DG2_Qe_SzGT_MDywipXU7TaboPEbwUjvfGg&oe=68F30F38&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DM3a59Btq-e,nike,,,,,,,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:01:31.612Z,pending
